title,description,link,image
Corregedoria da Seap vai apurar se houve falha na liberação de traficante antes de audiência de custódia,"Erick Marllon Dutra Sartorio Ferreira, o Mascote, ganhou a liberdade na Justiça Federal e não foi apresentado à Justiça Estadual - agora é considerado foragido. Ele participou da ação que resultou na morte de um inocente e outro acusado de envolvimento com o crime. Um PM ficou ferido.",https://g1.globo.com/rj/rio-de-janeiro/noticia/2025/06/27/corregedoria-da-seap-vai-apurar-se-houve-falha-na-liberacao-de-traficante-antes-de-audiencia-de-custodia.ghtml,https://s2-g1.glbimg.com/JBOpH64ypS03vyzaC8twlhoX0dk=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/14/26/13712614
"VÍDEOS: Jornal Anhanguera 2ª Edição de sexta-feira, 27 de junho de 2025",Assista agora os vídeos do Jornal Anhanguera 2ª Edição,https://g1.globo.com/go/goias/edicao/2025/06/27/videos-jornal-anhanguera-2-edicao-de-sexta-feira-27-de-junho-de-2025.ghtml,https://s2-g1.glbimg.com/MyleWt9xdn1X8bH45-il7TnQXwA=/540x304/top/smart/http://s2.glbimg.com/SxY1zGVp5-1pukYjQpDCryZGeGw=/filters:max_age(3600)/s01.video.glbimg.com/deo/vi/16/60/13716016
Governo de SP muda regra para punir professores temporários por faltas; entenda,"Na prática, os professores temporários não poderão ultrapassar 5% de faltas injustificadas e terão seus contratos encerrados. A medida também se aplica aos que atuam no Programa de Ensino Integral. A notícia foi publicada nesta sexta-feira(27) no Diário Oficial e deve valer a partir de agosto.",https://g1.globo.com/sp/sao-paulo/noticia/2025/06/27/governo-de-sp-muda-regra-para-punir-professores-temporarios-por-faltas-entenda.ghtml,https://s2-g1.glbimg.com/GJWj6C5mzRW6W_Ue38JCs5LoBCA=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/86/45/13714586
"Justiça mantém prisão de prefeito de Palmas após audiência de custódia: ‘Serenidade de sempre’, diz Eduardo Siqueira","Ele foi alvo da operação da PF que investiga vazamento de informações sigilosas. O prefeito, o advogado e o policial civil presos fora levados para o Quartel da Polícia Militar, em Palmas.",https://g1.globo.com/to/tocantins/noticia/2025/06/27/justica-mantem-prisao-de-prefeito-de-palmas-apos-audiencia-de-custodia-serenidade-de-sempre-diz-eduardo-siqueira.ghtml,https://s2-g1.glbimg.com/kOBiX4mxFF9LSAoSoltl3KGpXZg=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/P/A/JL2zWEQryHlazY3zzm1g/af1d161397e6452a8f88241ab31b062a.jpeg
Greve dos professores no DF: calendário de reposição das aulas é divulgado,"Ao todo, 16 dias letivos serão repostos entre 5 e 25 de julho. Recesso será de 28 de julho a 1° de agosto, mas também passará por reposição.",https://g1.globo.com/df/distrito-federal/noticia/2025/06/27/greve-dos-professores-no-df-calendario-de-reposicao-das-aulas-e-divulgado.ghtml,https://s2-g1.glbimg.com/Ey_hocGIThrLqgcbCQxMO3tdPJs=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/c/1/szjEbzQm6vtFlapdX3Gg/f1052-lu-greve-professores-16062025-frame-2329.png
Justiça cassa mandato do prefeito e vice de Riversul por abuso de poder político,"A decisão, em primeira instância, também declarou a inelegibilidade de ambos e do ex-prefeito José Guilherme Gomes por oito anos.",https://g1.globo.com/sp/itapetininga-regiao/noticia/2025/06/27/justica-cassa-mandato-do-prefeito-e-vice-de-riversul-por-abuso-de-poder-politico.ghtml,https://s2-g1.glbimg.com/pc24C8G8KiJNxB5_uur_2Opth8U=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/f/c/cHlUldRUAJaVWwxdhbOg/regin-2025-06-27t171112.624.png
Mais de 800 kg de maconha que iriam para Uberlândia são apreendidos em carro na BR-153,"O motorista, de 27 anos, foi preso em flagrante e disse que pegou a droga no Paraguai.",https://g1.globo.com/mg/triangulo-mineiro/noticia/2025/06/27/mais-de-800-kg-de-maconha-que-iriam-para-uberlandia-sao-apreendidos-em-carro-na-br-153.ghtml,https://s2-g1.glbimg.com/yfA3VbL0X2NY_rf9TERa7LCeW74=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/S/E/Z1DB7XSuu2CzS1qnS3AQ/voyage-com-800kg-de-maconha.png
Acompanhe apresentações do 33º Arraiá da Capital,Juninas disputam a coroa de Rainha do Arraiá 2025. Festa segue com apresentações até domingo (29).,https://g1.globo.com/to/tocantins/ao-vivo/33-arraia-da-capital.ghtml,https://s2-g1.glbimg.com/tL_gUehUum8wHV6yVNsSdVIiPBc=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/42/15/3631542
'Direto da Ilha' mostra energia e bastidores de Parintins,A proposta é mostrar os destaques da cidade de Parintins com um olhar leve e envolvente sobre tudo o que acontece na Ilha Tupinambarana.,https://g1.globo.com/am/amazonas/festival-de-parintins/2025/noticia/2025/06/27/direto-da-ilha-mostra-energia-e-bastidores-de-parintins.ghtml,https://s2-g1.glbimg.com/B8jfy_dX5jPLsNzSWgV5CPytzpo=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/8/b/7M2rOgQqaMrlgdCel8BQ/whatsapp-image-2025-06-27-at-18.07.44.jpeg
Caso Larissa: O que dizem as defesas de marido e sogra suspeitos de matar professora após conclusão de inquérito,"Inquérito policial, concluído nesta sexta-feira (27), indiciou Luiz Garnica e Elizabete Arrabaça por homicídio doloso qualificado com uso de veneno. Os dois estão presos desde maio.",https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2025/06/27/caso-larissa-o-que-dizem-as-defesas-de-marido-e-sogra-suspeitos-de-matar-professora-apos-conclusao-de-inquerito.ghtml,https://s2-g1.glbimg.com/djrW0MksbWYMiH337RkX_VpnsB0=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/w/K/ddgveRRyKa3bBNXlzkiA/medico-mae.jpg
